"survey","object","distance","obs","mas","has","observed"
"July 93",604,75,"TJS",237,4,1
"July 93",674,28,"TJS",237,4,1
"July 93",675,85,"TJS",237,4,1
"July 93",605,48,"TJS",247,4,1
"July 93",606,48,"TJS",247,4,1
"July 93",607,65,"TJS",247,4,1
"July 93",608,80,"TJS",247,4,1
"July 93",609,70,"TJS",247,4,1
"July 93",610,45,"TJS",247,4,1
"July 93",611,28,"TJS",247,4,1
"July 93",612,26,"TJS",247,4,1
"July 93",676,26,"TJS",257,4,1
"July 93",677,38,"TJS",257,4,1
"July 93",678,75,"TJS",257,4,1
"July 93",679,80,"TJS",257,4,1
"July 93",680,90,"TJS",257,4,1
"July 93",681,42,"TJS",257,4,1
"July 93",682,70,"TJS",257,4,1
"July 93",613,45,"TJS",268,4,1
"July 93",614,40,"TJS",268,4,1
"July 93",615,60,"TJS",268,4,1
"July 93",683,32,"TJS",268,4,1
"July 93",684,12,"TJS",268,4,1
"July 93",685,38,"TJS",268,4,1
"July 93",616,42,"TJS",279,5,1
"July 93",617,38,"TJS",279,5,1
"July 93",618,80,"TJS",279,5,1
"July 93",619,65,"TJS",279,5,1
"July 93",620,45,"TJS",279,5,1
"July 93",621,18,"TJS",279,5,1
"July 93",622,36,"TJS",279,5,1
"July 93",686,3,"TJS",290,5,1
"July 93",687,28,"TJS",290,5,1
"July 93",688,70,"TJS",290,5,1
"July 93",689,50,"TJS",290,5,1
"July 93",690,50,"TJS",290,5,1
"July 93",691,55,"TJS",290,5,1
"July 93",692,14,"TJS",155,3,1
"July 93",693,45,"TJS",155,3,1
"July 93",694,32,"TJS",155,3,1
"July 93",695,35,"TJS",155,3,1
"July 93",696,16,"TJS",155,3,1
"July 93",697,65,"TJS",145,2,1
"July 93",698,23,"TJS",145,2,1
"July 93",699,40,"TJS",145,2,1
"July 93",700,26,"TJS",145,2,1
"July 93",701,55,"TJS",135,2,1
"July 93",702,8,"TJS",135,2,1
"July 93",703,45,"TJS",135,2,1
"July 93",704,75,"TJS",135,2,1
"July 93",705,60,"TJS",135,2,1
"July 93",706,26,"TJS",123,2,1
"July 93",707,65,"TJS",123,2,1
"July 93",708,90,"TJS",123,2,1
"July 93",709,35,"TJS",123,2,1
"July 93",797,38,"TJS",123,2,1
"July 93",798,42,"TJS",123,2,1
"July 93",799,36,"TJS",111,2,1
"July 93",800,45,"TJS",111,2,1
"July 93",710,50,"TJS",100,2,1
"July 93",711,4,"TJS",100,2,1
"July 93",712,24,"TJS",100,2,1
"July 93",713,16,"TJS",100,2,1
"July 93",714,35,"TJS",100,2,1
"July 93",715,12,"TJS",100,2,1
"July 93",716,29,"TJS",100,2,1
"July 93",717,35,"TJS",100,2,1
"July 93",718,50,"TJS",87,1,1
"July 93",719,23,"TJS",87,1,1
"July 93",720,19,"TJS",87,1,1
"July 93",721,85,"TJS",87,1,1
"July 93",801,27,"TJS",75,1,1
"July 93",802,24,"TJS",75,1,1
"July 93",803,26,"TJS",75,1,1
"July 93",804,17,"TJS",75,1,1
"July 93",805,17,"TJS",75,1,1
"July 93",722,42,"TJS",66,1,1
"July 93",723,12,"TJS",66,1,1
"July 93",724,23,"TJS",66,1,1
"July 93",725,9,"TJS",66,1,1
"July 93",726,9,"TJS",66,1,1
"July 93",806,32,"TJS",66,1,1
"July 93",807,50,"TJS",66,1,1
"July 93",727,80,"TJS",54,1,1
"July 93",728,26,"TJS",54,1,1
"July 93",729,45,"TJS",54,1,1
"July 93",730,50,"TJS",54,1,1
"July 93",731,60,"TJS",54,1,1
"July 93",732,40,"TJS",54,1,1
"July 93",733,58,"TJS",54,1,1
"July 93",808,32,"TJS",41,1,1
"July 93",809,26,"TJS",41,1,1
"July 93",810,45,"TJS",41,1,1
"July 93",811,16,"TJS",41,1,1
"July 93",812,45,"TJS",41,1,1
"July 93",813,30,"TJS",41,1,1
"July 93",814,33,"TJS",28,0,1
"July 93",815,50,"TJS",28,0,1
"July 93",816,45,"TJS",28,0,1
"July 93",817,37,"TJS",28,0,1
"July 93",818,23,"TJS",28,0,1
"July 93",819,35,"TJS",28,0,1
"July 93",734,8,"SGF",104,2,1
"July 93",735,37,"SGF",104,2,1
"July 93",736,8,"SGF",137,2,1
"July 93",737,13,"SGF",137,2,1
"July 93",738,14,"SGF",137,2,1
"July 93",739,28,"SGF",137,2,1
"July 93",740,15,"SGF",137,2,1
"July 93",741,25,"SGF",137,2,1
"July 93",742,8,"SGF",164,3,1
"July 93",743,65,"SGF",164,3,1
"July 93",744,48,"SGF",164,3,1
"July 93",745,17,"SGF",164,3,1
"July 93",746,10,"SGF",164,3,1
"July 93",820,24,"SGF",174,3,1
"July 93",821,18,"SGF",174,3,1
"July 93",822,10,"SGF",174,3,1
"July 93",823,14,"SGF",174,3,1
"July 93",824,22,"SGF",186,3,1
"July 93",825,18,"SGF",186,3,1
"July 93",826,18,"SGF",186,3,1
"July 93",827,15,"SGF",186,3,1
"July 93",828,18,"SGF",186,3,1
"July 93",829,40,"SGF",197,3,1
"July 93",830,35,"SGF",197,3,1
"July 93",831,24,"SGF",197,3,1
"July 93",832,22,"SGF",197,3,1
"July 93",747,35,"SGF",210,4,1
"July 93",748,30,"SGF",210,4,1
"July 93",749,12,"SGF",210,4,1
"July 93",750,25,"SGF",210,4,1
"July 93",751,25,"SGF",210,4,1
"July 93",752,20,"SGF",210,4,1
"July 93",753,26,"SGF",210,4,1
"July 93",754,28,"SGF",221,4,1
"July 93",755,45,"SGF",221,4,1
"July 93",756,22,"SGF",221,4,1
"July 93",757,15,"SGF",221,4,1
"July 93",758,25,"SGF",221,4,1
"July 93",759,25,"SGF",221,4,1
"July 93",760,4,"SGF",221,4,1
"July 93",761,7,"SGF",221,4,1
"July 93",762,35,"SGF",232,4,1
"July 93",833,35,"SGF",232,4,1
"July 93",834,38,"SGF",232,4,1
"July 93",835,30,"SGF",232,4,1
"July 93",836,23,"SGF",242,4,1
"July 93",837,22,"SGF",242,4,1
"July 93",838,22,"SGF",242,4,1
"July 93",839,3,"SGF",242,4,1
"July 93",840,10,"SGF",252,4,1
"July 93",841,12,"SGF",252,4,1
"July 93",842,16,"SGF",252,4,1
"July 93",843,15,"SGF",252,4,1
"July 93",844,25,"SGF",252,4,1
"July 93",763,24,"SGF",71,1,1
"July 93",764,24,"SGF",71,1,1
"July 93",765,5,"SGF",71,1,1
"July 93",766,8,"SGF",71,1,1
"July 93",767,28,"SGF",71,1,1
"July 93",768,13,"SGF",59,1,1
"July 93",769,13,"SGF",59,1,1
"July 93",845,12,"SGF",48,1,1
"July 93",846,22,"SGF",34,1,1
"July 93",847,8,"SGF",34,1,1
"July 93",848,50,"SGF",34,1,1
"July 93",849,35,"SGF",34,1,1
"July 93",850,28,"SGF",34,1,1
"July 93",851,60,"SGF",34,1,1
"July 93",852,75,"SGF",22,0,1
"janv-94",770,26,"TJS",-8,0,1
"janv-94",771,80,"TJS",-8,0,1
"janv-94",772,90,"TJS",-8,0,1
"janv-94",773,75,"TJS",-8,0,1
"janv-94",774,48,"TJS",3,0,1
"janv-94",775,110,"TJS",3,0,1
"janv-94",776,50,"TJS",3,0,1
"janv-94",777,70,"TJS",3,0,1
"janv-94",778,120,"TJS",3,0,1
"janv-94",779,80,"TJS",3,0,1
"janv-94",780,200,"TJS",14,0,1
"janv-94",781,120,"TJS",14,0,1
"janv-94",782,85,"TJS",14,0,1
"janv-94",783,180,"TJS",14,0,1
"janv-94",784,41,"TJS",14,0,1
"janv-94",853,65,"TJS",26,0,1
"janv-94",854,210,"TJS",26,0,1
"janv-94",855,210,"TJS",26,0,1
"janv-94",856,110,"TJS",26,0,1
"janv-94",857,80,"TJS",26,0,1
"janv-94",858,95,"TJS",26,0,1
"janv-94",859,120,"TJS",26,0,1
"janv-94",860,110,"TJS",38,1,1
"janv-94",861,180,"TJS",38,1,1
"janv-94",862,58,"TJS",38,1,1
"janv-94",863,85,"TJS",38,1,1
"janv-94",864,40,"TJS",38,1,1
"janv-94",785,60,"TJS",48,1,1
"janv-94",786,90,"TJS",48,1,1
"janv-94",787,85,"TJS",48,1,1
"janv-94",788,35,"TJS",48,1,1
"janv-94",789,55,"TJS",48,1,1
"janv-94",865,78,"TJS",48,1,1
"janv-94",790,95,"TJS",59,1,1
"janv-94",791,65,"TJS",59,1,1
"janv-94",792,85,"TJS",59,1,1
"janv-94",793,48,"TJS",59,1,1
"janv-94",794,16,"TJS",59,1,1
"janv-94",795,38,"TJS",59,1,1
"janv-94",796,29,"TJS",59,1,1
"janv-94",866,48,"TJS",75,1,1
"janv-94",867,16,"TJS",75,1,1
"janv-94",868,12,"TJS",75,1,1
"janv-94",869,180,"TJS",75,1,1
"janv-94",870,120,"TJS",75,1,1
"janv-94",871,36,"TJS",75,1,1
"janv-94",872,75,"TJS",75,1,1
"janv-94",873,95,"TJS",86,1,1
"janv-94",874,150,"TJS",86,1,1
"janv-94",875,180,"TJS",86,1,1
"janv-94",876,110,"TJS",86,1,1
"janv-94",877,33,"TJS",86,1,1
"janv-94",878,32,"TJS",86,1,1
"janv-94",879,56,"TJS",86,1,1
"janv-94",880,17,"TJS",86,1,1
"janv-94",881,48,"TJS",86,1,1
"janv-94",882,23,"TJS",97,2,1
"janv-94",883,78,"TJS",97,2,1
"janv-94",884,140,"TJS",97,2,1
"janv-94",885,110,"TJS",97,2,1
"janv-94",886,82,"TJS",97,2,1
"janv-94",887,56,"TJS",97,2,1
"janv-94",888,32,"TJS",97,2,1
"janv-94",889,42,"TJS",97,2,1
"janv-94",966,68,"TJS",106,2,1
"janv-94",967,85,"TJS",106,2,1
"janv-94",968,45,"TJS",106,2,1
"janv-94",969,28,"TJS",117,2,1
"janv-94",970,32,"TJS",117,2,1
"janv-94",890,7,"TJS",233,4,1
"janv-94",891,56,"TJS",233,4,1
"janv-94",892,85,"TJS",233,4,1
"janv-94",893,44,"TJS",233,4,1
"janv-94",971,12,"TJS",233,4,1
"janv-94",894,110,"TJS",224,4,1
"janv-94",895,70,"TJS",224,4,1
"janv-94",896,48,"TJS",224,4,1
"janv-94",897,26,"TJS",224,4,1
"janv-94",898,85,"TJS",224,4,1
"janv-94",899,45,"TJS",224,4,1
"janv-94",972,86,"TJS",215,4,1
"janv-94",973,26,"TJS",215,4,1
"janv-94",974,11,"TJS",215,4,1
"janv-94",975,95,"TJS",215,4,1
"janv-94",976,38,"TJS",215,4,1
"janv-94",977,68,"TJS",215,4,1
"janv-94",978,44,"TJS",215,4,1
"janv-94",979,110,"TJS",206,3,1
"janv-94",980,90,"TJS",206,3,1
"janv-94",900,40,"TJS",197,3,1
"janv-94",981,58,"TJS",197,3,1
"janv-94",982,34,"TJS",197,3,1
"janv-94",983,48,"TJS",197,3,1
"janv-94",984,100,"TJS",197,3,1
"janv-94",901,48,"TJS",188,3,1
"janv-94",902,23,"TJS",188,3,1
"janv-94",903,24,"TJS",188,3,1
"janv-94",904,90,"TJS",188,3,1
"janv-94",905,68,"TJS",188,3,1
"janv-94",906,75,"TJS",188,3,1
"janv-94",907,110,"TJS",188,3,1
"janv-94",908,85,"TJS",188,3,1
"janv-94",985,27,"TJS",179,3,1
"janv-94",986,48,"TJS",179,3,1
"janv-94",987,56,"TJS",179,3,1
"janv-94",988,95,"TJS",179,3,1
"janv-94",989,85,"TJS",179,3,1
"janv-94",990,24,"TJS",179,3,1
"janv-94",991,65,"TJS",168,3,1
"janv-94",992,85,"TJS",168,3,1
"janv-94",993,110,"TJS",168,3,1
"janv-94",994,23,"TJS",168,3,1
"janv-94",995,24,"TJS",168,3,1
"janv-94",909,110,"TJS",158,3,1
"janv-94",910,85,"TJS",158,3,1
"janv-94",911,36,"TJS",158,3,1
"janv-94",912,9,"TJS",158,3,1
"janv-94",913,38,"TJS",158,3,1
"janv-94",914,65,"TJS",158,3,1
"janv-94",915,22,"TJS",158,3,1
"janv-94",916,120,"TJS",147,2,1
"janv-94",917,43,"TJS",147,2,1
"janv-94",918,95,"TJS",147,2,1
"janv-94",996,28,"TJS",147,2,1
"janv-94",997,68,"TJS",147,2,1
"janv-94",998,42,"TJS",147,2,1
"janv-94",999,26,"TJS",147,2,1
"janv-94",1000,13,"TJS",147,2,1
"janv-94",1001,56,"TJS",137,2,1
"janv-94",1002,75,"TJS",137,2,1
"janv-94",1003,62,"TJS",137,2,1
"janv-94",1004,46,"TJS",137,2,1
"janv-94",919,23,"TJS",127,2,1
"janv-94",920,17,"TJS",127,2,1
"janv-94",921,62,"TJS",127,2,1
"janv-94",922,75,"TJS",127,2,1
"janv-94",923,90,"TJS",127,2,1
"janv-94",924,42,"TJS",183,3,1
"janv-94",925,46,"TJS",183,3,1
"janv-94",926,2,"TJS",183,3,1
"janv-94",927,22,"TJS",183,3,1
"janv-94",928,38,"TJS",183,3,1
"janv-94",929,110,"TJS",183,3,1
"janv-94",1005,24,"TJS",170,3,1
"janv-94",1006,31,"TJS",170,3,1
"janv-94",1007,68,"TJS",170,3,1
"janv-94",1008,52,"TJS",170,3,1
"janv-94",1009,90,"TJS",170,3,1
"janv-94",1010,100,"TJS",170,3,1
"janv-94",1011,85,"TJS",170,3,1
"janv-94",1012,26,"TJS",170,3,1
"janv-94",1013,45,"TJS",170,3,1
"janv-94",930,38,"TJS",157,3,1
"janv-94",931,95,"TJS",157,3,1
"janv-94",932,85,"TJS",157,3,1
"janv-94",1014,56,"TJS",157,3,1
"janv-94",1015,42,"TJS",157,3,1
"janv-94",1016,68,"TJS",157,3,1
"janv-94",1017,75,"TJS",157,3,1
"janv-94",933,8,"TJS",145,2,1
"janv-94",934,70,"TJS",145,2,1
"janv-94",935,19,"TJS",145,2,1
"janv-94",936,22,"TJS",145,2,1
"janv-94",937,68,"TJS",134,2,1
"janv-94",938,105,"TJS",134,2,1
"janv-94",939,78,"TJS",134,2,1
"janv-94",940,16,"TJS",134,2,1
"janv-94",1018,16,"TJS",134,2,1
"janv-94",1019,32,"TJS",134,2,1
"janv-94",1020,27,"TJS",134,2,1
"janv-94",1021,36,"TJS",134,2,1
"janv-94",1022,40,"TJS",134,2,1
"janv-94",1023,75,"TJS",134,2,1
"janv-94",1024,70,"TJS",124,2,1
"janv-94",1025,105,"TJS",124,2,1
"janv-94",1026,90,"TJS",124,2,1
"janv-94",1027,34,"TJS",124,2,1
"janv-94",1028,18,"TJS",124,2,1
"janv-94",1029,26,"TJS",124,2,1
"janv-94",1030,85,"TJS",124,2,1
"janv-94",1031,95,"TJS",124,2,1
"janv-94",941,140,"TJS",114,2,1
"janv-94",942,110,"TJS",114,2,1
"janv-94",943,85,"TJS",114,2,1
"janv-94",944,65,"TJS",114,2,1
"janv-94",945,17,"TJS",114,2,1
"janv-94",946,45,"TJS",114,2,1
"janv-94",947,65,"TJS",114,2,1
"janv-94",948,29,"TJS",114,2,1
"janv-94",949,32,"TJS",114,2,1
"janv-94",950,22,"TJS",114,2,1
"janv-94",1032,120,"TJS",114,2,1
"janv-94",951,42,"TJS",102,2,1
"janv-94",952,80,"TJS",102,2,1
"janv-94",953,65,"TJS",102,2,1
"janv-94",954,28,"TJS",102,2,1
"janv-94",955,23,"TJS",102,2,1
"janv-94",956,8,"TJS",102,2,1
"janv-94",1033,5,"TJS",102,2,1
"janv-94",1034,120,"TJS",93,2,1
"janv-94",1035,140,"TJS",93,2,1
"janv-94",1036,78,"TJS",93,2,1
"janv-94",1037,85,"TJS",93,2,1
"janv-94",1038,120,"TJS",93,2,1
"janv-94",1039,110,"TJS",93,2,1
"janv-94",957,110,"TJS",80,1,1
"janv-94",958,120,"TJS",80,1,1
"janv-94",959,85,"TJS",80,1,1
"janv-94",960,80,"TJS",80,1,1
"janv-94",961,23,"TJS",80,1,1
"janv-94",962,25,"TJS",80,1,1
"janv-94",963,52,"TJS",69,1,1
"janv-94",964,85,"TJS",69,1,1
"janv-94",965,46,"TJS",69,1,1
"janv-94",1040,85,"TJS",-1,0,1
"janv-94",1041,68,"TJS",-1,0,1
"janv-94",1042,48,"TJS",-1,0,1
"janv-94",1043,78,"TJS",-1,0,1
"janv-94",1044,52,"TJS",-1,0,1
"janv-94",1045,8,"TJS",-1,0,1
"janv-94",1046,4,"TJS",-1,0,1
"janv-94",1047,60,"TJS",14,0,1
"janv-94",1048,85,"TJS",14,0,1
"janv-94",1049,32,"TJS",14,0,1
"janv-94",1050,28,"TJS",14,0,1
"janv-94",1051,16,"TJS",14,0,1
"janv-94",1052,40,"TJS",14,0,1
"janv-94",1053,140,"TJS",14,0,1
"janv-94",1054,23,"TJS",14,0,1
"janv-94",1055,110,"TJS",14,0,1
"janv-94",1056,42,"TJS",14,0,1
"janv-94",1057,19,"TJS",14,0,1
"janv-94",1058,28,"TJS",14,0,1
"janv-94",1059,95,"TJS",24,0,1
"janv-94",1060,140,"TJS",24,0,1
"janv-94",1061,48,"TJS",24,0,1
"janv-94",1120,36,"TJS",24,0,1
"janv-94",1121,85,"TJS",24,0,1
"janv-94",1122,140,"TJS",24,0,1
"janv-94",1123,95,"TJS",24,0,1
"janv-94",1124,85,"TJS",35,1,1
"janv-94",1125,105,"TJS",35,1,1
"janv-94",1126,105,"TJS",35,1,1
"janv-94",1127,65,"TJS",35,1,1
"janv-94",1128,48,"TJS",35,1,1
"janv-94",1129,65,"TJS",35,1,1
"janv-94",1130,85,"TJS",35,1,1
"janv-94",1131,75,"TJS",35,1,1
"janv-94",1062,48,"TJS",45,1,1
"janv-94",1063,85,"TJS",45,1,1
"janv-94",1064,95,"TJS",45,1,1
"janv-94",1065,19,"TJS",45,1,1
"janv-94",1066,120,"TJS",45,1,1
"janv-94",1067,55,"TJS",45,1,1
"janv-94",1068,15,"TJS",45,1,1
"janv-94",1069,75,"TJS",45,1,1
"janv-94",1132,36,"TJS",45,1,1
"janv-94",1133,120,"TJS",45,1,1
"janv-94",1070,90,"TJS",55,1,1
"janv-94",1071,50,"TJS",55,1,1
"janv-94",1072,38,"TJS",55,1,1
"janv-94",1073,48,"TJS",55,1,1
"Apr 94",1134,24,"TJS",63,1,1
"Apr 94",1135,45,"TJS",63,1,1
"Apr 94",1136,28,"TJS",63,1,1
"Apr 94",1137,45,"TJS",63,1,1
"Apr 94",1138,70,"TJS",63,1,1
"Apr 94",1139,50,"TJS",63,1,1
"Apr 94",1140,40,"TJS",63,1,1
"Apr 94",1074,80,"TJS",73,1,1
"Apr 94",1141,75,"TJS",73,1,1
"Apr 94",1142,35,"TJS",73,1,1
"Apr 94",1143,90,"TJS",73,1,1
"Apr 94",1144,65,"TJS",73,1,1
"Apr 94",1075,75,"TJS",83,1,1
"Apr 94",1076,80,"TJS",83,1,1
"Apr 94",1077,60,"TJS",83,1,1
"Apr 94",1078,80,"TJS",83,1,1
"Apr 94",1079,10,"TJS",83,1,1
"Apr 94",1145,70,"TJS",94,2,1
"Apr 94",1146,55,"TJS",94,2,1
"Apr 94",1147,110,"TJS",94,2,1
"Apr 94",1148,45,"TJS",94,2,1
"Apr 94",1149,90,"TJS",94,2,1
"Apr 94",1150,18,"TJS",94,2,1
"Apr 94",1080,85,"TJS",104,2,1
"Apr 94",1151,26,"TJS",104,2,1
"Apr 94",1152,90,"TJS",104,2,1
"Apr 94",1153,110,"TJS",104,2,1
"Apr 94",1154,75,"TJS",104,2,1
"Apr 94",1155,80,"TJS",104,2,1
"Apr 94",1156,55,"TJS",104,2,1
"Apr 94",1081,11,"TJS",114,2,1
"Apr 94",1082,55,"TJS",114,2,1
"Apr 94",1083,60,"TJS",114,2,1
"Apr 94",1084,70,"TJS",114,2,1
"Apr 94",1085,45,"TJS",114,2,1
"Apr 94",1086,90,"TJS",114,2,1
"Apr 94",1087,26,"TJS",114,2,1
"Apr 94",1157,39,"TJS",123,2,1
"Apr 94",1158,38,"TJS",123,2,1
"Apr 94",1159,22,"TJS",123,2,1
"Apr 94",1160,28,"TJS",123,2,1
"Apr 94",1161,10,"TJS",123,2,1
"Apr 94",1162,55,"TJS",123,2,1
"Apr 94",1163,65,"TJS",123,2,1
"Apr 94",1088,44,"TJS",133,2,1
"Apr 94",1089,70,"TJS",133,2,1
"Apr 94",1090,65,"TJS",133,2,1
"Apr 94",1091,29,"TJS",133,2,1
"Apr 94",1092,36,"TJS",133,2,1
"Apr 94",1093,75,"TJS",133,2,1
"Apr 94",1164,54,"TJS",133,2,1
"Apr 94",1094,38,"TJS",143,2,1
"Apr 94",1095,80,"TJS",143,2,1
"Apr 94",1096,65,"TJS",143,2,1
"Apr 94",1097,26,"TJS",143,2,1
"Apr 94",1098,70,"TJS",143,2,1
"Apr 94",1165,47,"TJS",153,3,1
"Apr 94",1166,48,"TJS",153,3,1
"Apr 94",1167,50,"TJS",153,3,1
"Apr 94",1168,28,"TJS",153,3,1
"Apr 94",1169,18,"TJS",153,3,1
"Apr 94",1170,27,"TJS",153,3,1
"Apr 94",1099,12,"TJS",163,3,1
"Apr 94",1100,12,"TJS",163,3,1
"Apr 94",1101,80,"TJS",163,3,1
"Apr 94",1102,46,"TJS",163,3,1
"Apr 94",1103,60,"TJS",163,3,1
"Apr 94",1104,60,"TJS",163,3,1
"Apr 94",1105,28,"TJS",163,3,1
"Apr 94",1106,50,"TJS",163,3,1
"Apr 94",1107,45,"TJS",163,3,1
"Apr 94",1171,40,"TJS",173,3,1
"Apr 94",1172,48,"TJS",173,3,1
"Apr 94",1173,28,"TJS",173,3,1
"Apr 94",1174,32,"TJS",173,3,1
"Apr 94",1108,40,"TJS",307,5,1
"Apr 94",1175,70,"TJS",307,5,1
"Apr 94",1176,12,"TJS",307,5,1
"Apr 94",1177,60,"TJS",307,5,1
"Apr 94",1178,36,"TJS",307,5,1
"Apr 94",1179,42,"TJS",307,5,1
"Apr 94",1109,45,"TJS",299,5,1
"Apr 94",1110,33,"TJS",299,5,1
"Apr 94",1111,32,"TJS",299,5,1
"Apr 94",1112,25,"TJS",299,5,1
"Apr 94",1113,60,"TJS",299,5,1
"Apr 94",1180,28,"TJS",287,5,1
"Apr 94",1181,19,"TJS",287,5,1
"Apr 94",1182,32,"TJS",287,5,1
"Apr 94",1183,45,"TJS",287,5,1
"Apr 94",1184,50,"TJS",287,5,1
"Apr 94",1185,70,"TJS",287,5,1
"Apr 94",1186,45,"TJS",277,5,1
"Apr 94",1187,12,"TJS",277,5,1
"Apr 94",1188,32,"TJS",277,5,1
"Apr 94",1189,25,"TJS",277,5,1
"Apr 94",1114,46,"TJS",267,4,1
"Apr 94",1115,50,"TJS",267,4,1
"Apr 94",1116,19,"TJS",267,4,1
"Apr 94",1117,36,"TJS",267,4,1
"Apr 94",1118,12,"TJS",267,4,1
"Apr 94",1119,35,"TJS",267,4,1
"Apr 94",1190,35,"TJS",252,4,1
"Apr 94",1191,45,"TJS",252,4,1
"Apr 94",1192,19,"TJS",252,4,1
"Apr 94",1193,65,"TJS",252,4,1
"Apr 94",1194,20,"TJS",252,4,1
"Apr 94",1195,35,"TJS",252,4,1
"Apr 94",1196,42,"TJS",242,4,1
"Apr 94",1197,27,"TJS",242,4,1
"Apr 94",1198,19,"TJS",242,4,1
"Apr 94",1199,44,"TJS",242,4,1
"Apr 94",1200,35,"TJS",242,4,1
"Apr 94",1201,26,"TJS",242,4,1
"Apr 94",1202,3,"TJS",232,4,1
"Apr 94",1203,12,"TJS",232,4,1
"Apr 94",1204,42,"TJS",232,4,1
"Apr 94",1205,60,"TJS",232,4,1
"Apr 94",1206,45,"TJS",232,4,1
"Apr 94",1207,19,"TJS",232,4,1
"Apr 94",1292,20,"TJS",222,4,1
"Apr 94",1293,26,"TJS",222,4,1
"Apr 94",1294,42,"TJS",222,4,1
"Apr 94",1295,40,"TJS",222,4,1
"Apr 94",1296,32,"TJS",222,4,1
"Apr 94",1297,12,"TJS",222,4,1
"Apr 94",1298,28,"TJS",222,4,1
"Apr 94",1299,9,"TJS",222,4,1
"Apr 94",1208,55,"TJS",212,4,1
"Apr 94",1209,50,"TJS",212,4,1
"Apr 94",1210,36,"TJS",212,4,1
"Apr 94",1211,52,"TJS",212,4,1
"Apr 94",1212,16,"TJS",212,4,1
"Apr 94",1213,17,"TJS",212,4,1
"Apr 94",1214,65,"TJS",202,3,1
"Apr 94",1215,35,"TJS",202,3,1
"Apr 94",1216,45,"TJS",202,3,1
"Apr 94",1217,26,"TJS",202,3,1
"Apr 94",1300,34,"TJS",202,3,1
"Apr 94",1301,60,"TJS",202,3,1
"Apr 94",1302,28,"TJS",202,3,1
"Apr 94",1303,25,"TJS",193,3,1
"Apr 94",1304,19,"TJS",193,3,1
"Apr 94",1305,8,"TJS",193,3,1
"Apr 94",1306,42,"TJS",193,3,1
"Apr 94",1307,45,"TJS",193,3,1
"Apr 94",1308,55,"TJS",193,3,1
"Apr 94",1309,38,"TJS",193,3,1
"Apr 95",1218,72,"TJS",19,0,1
"Apr 95",1219,89,"TJS",19,0,1
"Apr 95",1220,16,"TJS",19,0,1
"Apr 95",1221,95,"TJS",19,0,1
"Apr 95",1222,63,"TJS",19,0,1
"Apr 95",1223,70,"TJS",19,0,1
"Apr 95",1224,11,"TJS",19,0,1
"Apr 95",1225,32,"TJS",19,0,1
"Apr 95",1310,86,"TJS",19,0,1
"Apr 95",1226,75,"TJS",30,0,1
"Apr 95",1227,105,"TJS",30,0,1
"Apr 95",1228,95,"TJS",30,0,1
"Apr 95",1229,46,"TJS",30,0,1
"Apr 95",1230,51,"TJS",30,0,1
"Apr 95",1231,95,"TJS",30,0,1
"Apr 95",1232,87,"TJS",30,0,1
"Apr 95",1311,94,"TJS",44,1,1
"Apr 95",1312,86,"TJS",44,1,1
"Apr 95",1313,73,"TJS",44,1,1
"Apr 95",1314,27,"TJS",44,1,1
"Apr 95",1315,110,"TJS",44,1,1
"Apr 95",1316,64,"TJS",44,1,1
"Apr 95",1317,97,"TJS",44,1,1
"Apr 95",1318,56,"TJS",44,1,1
"Apr 95",1233,26,"TJS",55,1,1
"Apr 95",1234,48,"TJS",55,1,1
"Apr 95",1235,29,"TJS",55,1,1
"Apr 95",1319,95,"TJS",55,1,1
"Apr 95",1320,39,"TJS",55,1,1
"Apr 95",1321,75,"TJS",55,1,1
"Apr 95",1322,38,"TJS",55,1,1
"Apr 95",1323,110,"TJS",55,1,1
"Apr 95",1236,92,"TJS",64,1,1
"Apr 95",1237,95,"TJS",64,1,1
"Apr 95",1238,24,"TJS",64,1,1
"Apr 95",1239,56,"TJS",64,1,1
"Apr 95",1240,105,"TJS",64,1,1
"Apr 95",1241,96,"TJS",64,1,1
"Apr 95",1242,46,"TJS",64,1,1
"Apr 95",1324,84,"TJS",77,1,1
"Apr 95",1325,65,"TJS",77,1,1
"Apr 95",1326,74,"TJS",77,1,1
"Apr 95",1327,39,"TJS",77,1,1
"Apr 95",1328,22,"TJS",77,1,1
"Apr 95",1329,16,"TJS",77,1,1
"Apr 95",1330,21,"TJS",77,1,1
"Apr 95",1331,78,"TJS",77,1,1
"Apr 95",1332,86,"TJS",77,1,1
"Apr 95",1333,56,"TJS",77,1,1
"Apr 95",1334,18,"TJS",77,1,1
"Apr 95",1335,26,"TJS",77,1,1
"Apr 95",1243,19,"TJS",89,1,1
"Apr 95",1244,27,"TJS",89,1,1
"Apr 95",1245,41,"TJS",89,1,1
"Apr 95",1246,48,"TJS",89,1,1
"Apr 95",1247,96,"TJS",89,1,1
"Apr 95",1248,87,"TJS",89,1,1
"Apr 95",1249,52,"TJS",89,1,1
"Apr 95",1250,17,"TJS",89,1,1
"Apr 95",1336,82,"TJS",89,1,1
"Apr 95",1337,11,"TJS",89,1,1
"Apr 95",1251,24,"TJS",101,2,1
"Apr 95",1252,58,"TJS",101,2,1
"Apr 95",1253,48,"TJS",101,2,1
"Apr 95",1254,65,"TJS",101,2,1
"Apr 95",1255,19,"TJS",101,2,1
"Apr 95",1338,48,"TJS",101,2,1
